"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
14353,4500014353,"2023-05-13",1001,4,1,10004,79,2023-06-05,2023-05-31,"2023-06-03","2023-06-03","2023-06-02","2023-06-02",-5
14354,4500014354,"2023-08-07",1001,4,1,10004,83,2023-08-30,2023-08-25,"2023-08-28","2023-08-28","2023-08-27","2023-08-27",-5
14361,4500014361,"2024-07-23",1001,4,1,10004,74,2024-08-15,2024-08-15,"2024-08-13","2024-08-13","2024-08-12","2024-08-12",0
14363,4500014363,"2023-03-01",1001,4,1,10004,70,2023-03-24,2023-03-23,"2023-03-22","2023-03-22","2023-03-21","2023-03-21",-1
14364,4500014364,"2022-11-01",1001,4,1,10004,74,2022-11-24,2022-11-21,"2022-11-22","2022-11-22","2022-11-21","2022-11-21",-3
14372,4500014372,"2021-12-18",1001,4,1,10004,69,2022-01-10,2022-01-07,"2022-01-08","2022-01-08","2022-01-07","2022-01-07",-3
14373,4500014373,"2022-07-14",1001,4,1,10004,73,2022-08-06,2022-08-05,"2022-08-04","2022-08-04","2022-08-03","2022-08-03",-1
14374,4500014374,"2023-02-27",1001,4,1,10004,72,2023-03-22,2023-03-20,"2023-03-20","2023-03-20","2023-03-19","2023-03-19",-2
14379,4500014379,"2024-06-29",1001,4,1,10004,86,2024-07-22,2024-07-18,"2024-07-20","2024-07-20","2024-07-19","2024-07-19",-4
14384,4500014384,"2023-08-25",1001,4,1,10004,76,2023-09-17,2023-09-17,"2023-09-15","2023-09-15","2023-09-14","2023-09-14",0
14386,4500014386,"2022-06-08",1001,4,1,10004,70,2022-07-01,2022-07-01,"2022-06-29","2022-06-29","2022-06-28","2022-06-28",0
14387,4500014387,"2024-07-08",1001,4,1,10004,73,2024-07-31,2024-07-31,"2024-07-29","2024-07-29","2024-07-28","2024-07-28",0
14390,4500014390,"2022-01-31",1001,4,1,10004,76,2022-02-23,2022-02-18,"2022-02-21","2022-02-21","2022-02-20","2022-02-20",-5
14391,4500014391,"2022-07-22",1001,4,1,10004,79,2022-08-14,2022-08-12,"2022-08-12","2022-08-12","2022-08-11","2022-08-11",-2
14392,4500014392,"2023-10-25",1001,4,1,10004,79,2023-11-17,2023-11-16,"2023-11-15","2023-11-15","2023-11-14","2023-11-14",-1
14394,4500014394,"2022-12-12",1001,4,1,10004,77,2023-01-04,2023-01-03,"2023-01-02","2023-01-02","2023-01-01","2023-01-01",-1
14396,4500014396,"2024-05-03",1001,4,1,10004,77,2024-05-26,2024-05-23,"2024-05-24","2024-05-24","2024-05-23","2024-05-23",-3
14399,4500014399,"2023-07-09",1001,4,1,10004,87,2023-08-01,2023-08-09,"2023-07-30","2023-08-07","2023-07-29","2023-08-06",8
14406,4500014406,"2024-04-26",1001,4,1,10004,66,2024-05-19,2024-05-17,"2024-05-17","2024-05-17","2024-05-16","2024-05-16",-2
14410,4500014410,"2022-02-07",1001,4,1,10004,78,2022-03-02,2022-02-25,"2022-02-28","2022-02-28","2022-02-27","2022-02-27",-5
14412,4500014412,"2024-08-25",1001,4,1,10004,68,2024-09-17,2024-09-16,"2024-09-15","2024-09-15","2024-09-14","2024-09-14",-1
14414,4500014414,"2023-10-20",1001,4,1,10004,77,2023-11-12,2023-11-12,"2023-11-10","2023-11-10","2023-11-09","2023-11-09",0
14417,4500014417,"2023-04-22",1001,4,1,10004,77,2023-05-15,2023-05-12,"2023-05-13","2023-05-13","2023-05-12","2023-05-12",-3
14420,4500014420,"2024-07-10",1001,4,1,10004,75,2024-08-02,2024-07-31,"2024-07-31","2024-07-31","2024-07-30","2024-07-30",-2
14429,4500014429,"2024-07-31",1001,4,1,10004,72,2024-08-23,2024-08-22,"2024-08-21","2024-08-21","2024-08-20","2024-08-20",-1
14435,4500014435,"2024-12-03",1001,4,1,10004,88,2024-12-26,2024-12-25,"2024-12-24","2024-12-24","2024-12-23","2024-12-23",-1
14436,4500014436,"2024-07-03",1001,4,1,10004,74,2024-07-26,2024-07-25,"2024-07-24","2024-07-24","2024-07-23","2024-07-23",-1
14439,4500014439,"2024-03-17",1001,4,1,10004,73,2024-04-09,2024-04-04,"2024-04-07","2024-04-07","2024-04-06","2024-04-06",-5
14442,4500014442,"2023-11-06",1001,4,1,10004,63,2023-11-29,2023-11-29,"2023-11-27","2023-11-27","2023-11-26","2023-11-26",0
14447,4500014447,"2022-02-09",1001,4,1,10004,84,2022-03-04,2022-03-04,"2022-03-02","2022-03-02","2022-03-01","2022-03-01",0
14448,4500014448,"2024-10-29",1001,4,1,10004,79,2024-11-21,2024-11-21,"2024-11-19","2024-11-19","2024-11-18","2024-11-18",0
14453,4500014453,"2022-03-02",1001,4,1,10004,72,2022-03-25,2022-03-25,"2022-03-23","2022-03-23","2022-03-22","2022-03-22",0
14455,4500014455,"2023-12-04",1001,4,1,10004,64,2023-12-27,2024-01-09,"2023-12-25","2024-01-07","2023-12-24","2024-01-06",13
14457,4500014457,"2023-02-04",1001,4,1,10004,84,2023-02-27,2023-03-03,"2023-02-25","2023-03-01","2023-02-24","2023-02-28",4
14458,4500014458,"2022-10-04",1001,4,1,10004,81,2022-10-27,2022-10-25,"2022-10-25","2022-10-25","2022-10-24","2022-10-24",-2
14459,4500014459,"2022-01-28",1001,4,1,10004,78,2022-02-20,2022-02-16,"2022-02-18","2022-02-18","2022-02-17","2022-02-17",-4
14461,4500014461,"2023-09-03",1001,4,1,10004,72,2023-09-26,2023-09-25,"2023-09-24","2023-09-24","2023-09-23","2023-09-23",-1
14467,4500014467,"2024-10-25",1001,4,1,10004,71,2024-11-17,2024-11-15,"2024-11-15","2024-11-15","2024-11-14","2024-11-14",-2
14468,4500014468,"2022-10-09",1001,4,1,10004,73,2022-11-01,2022-10-27,"2022-10-30","2022-10-30","2022-10-29","2022-10-29",-5
14470,4500014470,"2022-04-22",1001,4,1,10004,76,2022-05-15,2022-05-11,"2022-05-13","2022-05-13","2022-05-12","2022-05-12",-4
14473,4500014473,"2023-05-25",1001,4,1,10004,81,2023-06-17,2023-06-16,"2023-06-15","2023-06-15","2023-06-14","2023-06-14",-1
14476,4500014476,"2023-08-21",1001,4,1,10004,73,2023-09-13,2023-09-12,"2023-09-11","2023-09-11","2023-09-10","2023-09-10",-1
14477,4500014477,"2022-09-21",1001,4,1,10004,76,2022-10-14,2022-10-12,"2022-10-12","2022-10-12","2022-10-11","2022-10-11",-2
14479,4500014479,"2024-11-15",1001,4,1,10004,84,2024-12-08,2024-12-09,"2024-12-06","2024-12-07","2024-12-05","2024-12-06",1
14481,4500014481,"2022-05-10",1001,4,1,10004,87,2022-06-02,2022-06-01,"2022-05-31","2022-05-31","2022-05-30","2022-05-30",-1
14484,4500014484,"2023-04-11",1001,4,1,10004,72,2023-05-04,2023-05-01,"2023-05-02","2023-05-02","2023-05-01","2023-05-01",-3
14485,4500014485,"2023-11-20",1001,4,1,10004,74,2023-12-13,2023-12-11,"2023-12-11","2023-12-11","2023-12-10","2023-12-10",-2
14490,4500014490,"2022-11-19",1001,4,1,10004,73,2022-12-12,2022-12-07,"2022-12-10","2022-12-10","2022-12-09","2022-12-09",-5
14492,4500014492,"2023-09-26",1001,4,1,10004,73,2023-10-19,2023-10-18,"2023-10-17","2023-10-17","2023-10-16","2023-10-16",-1
14497,4500014497,"2021-12-26",1001,4,1,10004,79,2022-01-18,2022-01-20,"2022-01-16","2022-01-18","2022-01-15","2022-01-17",2
14498,4500014498,"2024-07-20",1001,4,1,10004,80,2024-08-12,2024-08-08,"2024-08-10","2024-08-10","2024-08-09","2024-08-09",-4
14499,4500014499,"2024-07-10",1001,4,1,10004,84,2024-08-02,2024-08-02,"2024-07-31","2024-07-31","2024-07-30","2024-07-30",0
14506,4500014506,"2022-09-29",1001,4,1,10004,71,2022-10-22,2022-10-19,"2022-10-20","2022-10-20","2022-10-19","2022-10-19",-3
14507,4500014507,"2023-11-23",1001,4,1,10004,82,2023-12-16,2023-12-29,"2023-12-14","2023-12-14","2023-12-13","2023-12-13",13
14510,4500014510,"2021-12-30",1001,4,1,10004,76,2022-01-22,2022-01-31,"2022-01-20","2022-01-29","2022-01-19","2022-01-28",9
14512,4500014512,"2024-11-29",1001,4,1,10004,82,2024-12-22,2024-12-30,"2024-12-20","2024-12-28","2024-12-19","2024-12-27",8
14513,4500014513,"2022-06-26",1001,4,1,10004,80,2022-07-19,2022-07-15,"2022-07-17","2022-07-17","2022-07-16","2022-07-16",-4
14515,4500014515,"2023-09-03",1001,4,1,10004,72,2023-09-26,2023-09-22,"2023-09-24","2023-09-24","2023-09-23","2023-09-23",-4
14516,4500014516,"2023-10-09",1001,4,1,10004,74,2023-11-01,2023-10-31,"2023-10-30","2023-10-30","2023-10-29","2023-10-29",-1
14519,4500014519,"2024-05-24",1001,4,1,10004,78,2024-06-16,2024-06-14,"2024-06-14","2024-06-14","2024-06-13","2024-06-13",-2
14521,4500014521,"2023-11-25",1001,4,1,10004,77,2023-12-18,2023-12-18,"2023-12-16","2023-12-16","2023-12-15","2023-12-15",0
14522,4500014522,"2022-01-29",1001,4,1,10004,72,2022-02-21,2022-02-17,"2022-02-19","2022-02-19","2022-02-18","2022-02-18",-4
14523,4500014523,"2024-08-04",1001,4,1,10004,74,2024-08-27,2024-08-22,"2024-08-25","2024-08-25","2024-08-24","2024-08-24",-5
14526,4500014526,"2022-07-25",1001,4,1,10004,79,2022-08-17,2022-08-15,"2022-08-15","2022-08-15","2022-08-14","2022-08-14",-2
14529,4500014529,"2024-01-05",1001,4,1,10004,77,2024-01-28,2024-01-24,"2024-01-26","2024-01-26","2024-01-25","2024-01-25",-4
14531,4500014531,"2023-06-21",1001,4,1,10004,72,2023-07-14,2023-07-12,"2023-07-12","2023-07-12","2023-07-11","2023-07-11",-2
14535,4500014535,"2024-05-12",1001,4,1,10004,79,2024-06-04,2024-05-31,"2024-06-02","2024-06-02","2024-06-01","2024-06-01",-4
14544,4500014544,"2024-07-12",1001,4,1,10004,77,2024-08-04,2024-08-02,"2024-08-02","2024-08-02","2024-08-01","2024-08-01",-2
14545,4500014545,"2022-09-23",1001,4,1,10004,76,2022-10-16,2022-10-21,"2022-10-14","2022-10-19","2022-10-13","2022-10-18",5
14546,4500014546,"2022-12-13",1001,4,1,10004,76,2023-01-05,2023-01-02,"2023-01-03","2023-01-03","2023-01-02","2023-01-02",-3
14547,4500014547,"2022-03-22",1001,4,1,10004,79,2022-04-14,2022-04-14,"2022-04-12","2022-04-12","2022-04-11","2022-04-11",0
14548,4500014548,"2022-08-30",1001,4,1,10004,76,2022-09-22,2022-09-19,"2022-09-20","2022-09-20","2022-09-19","2022-09-19",-3
14549,4500014549,"2022-01-22",1001,4,1,10004,74,2022-02-14,2022-02-25,"2022-02-12","2022-02-23","2022-02-11","2022-02-22",11
14553,4500014553,"2024-10-27",1001,4,1,10004,87,2024-11-19,2024-11-18,"2024-11-17","2024-11-17","2024-11-16","2024-11-16",-1
14555,4500014555,"2024-04-27",1001,4,1,10004,73,2024-05-20,2024-05-16,"2024-05-18","2024-05-18","2024-05-17","2024-05-17",-4
14557,4500014557,"2023-02-27",1001,4,1,10004,70,2023-03-22,2023-03-22,"2023-03-20","2023-03-20","2023-03-19","2023-03-19",0
14559,4500014559,"2024-05-11",1001,4,1,10004,89,2024-06-03,2024-05-29,"2024-06-01","2024-06-01","2024-05-31","2024-05-31",-5
14561,4500014561,"2023-09-06",1001,4,1,10004,75,2023-09-29,2023-09-29,"2023-09-27","2023-09-27","2023-09-26","2023-09-26",0
14562,4500014562,"2023-02-09",1001,4,1,10004,79,2023-03-04,2023-03-03,"2023-03-02","2023-03-02","2023-03-01","2023-03-01",-1
14563,4500014563,"2022-06-07",1001,4,1,10004,85,2022-06-30,2022-06-28,"2022-06-28","2022-06-28","2022-06-27","2022-06-27",-2
14567,4500014567,"2022-11-26",1001,4,1,10004,85,2022-12-19,2022-12-15,"2022-12-17","2022-12-17","2022-12-16","2022-12-16",-4
14571,4500014571,"2022-10-06",1001,4,1,10004,76,2022-10-29,2022-11-11,"2022-10-27","2022-11-09","2022-10-26","2022-11-08",13
14574,4500014574,"2023-12-02",1001,4,1,10004,85,2023-12-25,2023-12-20,"2023-12-23","2023-12-23","2023-12-22","2023-12-22",-5
14581,4500014581,"2022-04-17",1001,4,1,10004,75,2022-05-10,2022-05-10,"2022-05-08","2022-05-08","2022-05-07","2022-05-07",0
14582,4500014582,"2022-07-16",1001,4,1,10004,61,2022-08-08,2022-08-04,"2022-08-06","2022-08-06","2022-08-05","2022-08-05",-4
14585,4500014585,"2023-07-01",1001,4,1,10004,68,2023-07-24,2023-07-24,"2023-07-22","2023-07-22","2023-07-21","2023-07-21",0
14586,4500014586,"2022-06-06",1001,4,1,10004,77,2022-06-29,2022-06-29,"2022-06-27","2022-06-27","2022-06-26","2022-06-26",0
14590,4500014590,"2022-03-30",1001,4,1,10004,75,2022-04-22,2022-04-21,"2022-04-20","2022-04-20","2022-04-19","2022-04-19",-1
14591,4500014591,"2023-08-26",1001,4,1,10004,82,2023-09-18,2023-09-13,"2023-09-16","2023-09-16","2023-09-15","2023-09-15",-5
14597,4500014597,"2024-02-22",1001,4,1,10004,79,2024-03-16,2024-03-14,"2024-03-14","2024-03-14","2024-03-13","2024-03-13",-2
14603,4500014603,"2022-08-19",1001,4,1,10004,81,2022-09-11,2022-09-08,"2022-09-09","2022-09-09","2022-09-08","2022-09-08",-3
14607,4500014607,"2023-09-24",1001,4,1,10004,72,2023-10-17,2023-10-12,"2023-10-15","2023-10-15","2023-10-14","2023-10-14",-5
14619,4500014619,"2023-06-02",1001,4,1,10004,81,2023-06-25,2023-06-23,"2023-06-23","2023-06-23","2023-06-22","2023-06-22",-2
14620,4500014620,"2024-01-02",1001,4,1,10004,85,2024-01-25,2024-01-24,"2024-01-23","2024-01-23","2024-01-22","2024-01-22",-1
14628,4500014628,"2024-11-04",1001,4,1,10004,83,2024-11-27,2024-11-25,"2024-11-25","2024-11-25","2024-11-24","2024-11-24",-2
14631,4500014631,"2024-06-15",1001,4,1,10004,69,2024-07-08,2024-07-10,"2024-07-06","2024-07-06","2024-07-05","2024-07-05",2
14632,4500014632,"2022-04-23",1001,4,1,10004,76,2022-05-16,2022-05-11,"2022-05-14","2022-05-14","2022-05-13","2022-05-13",-5
14633,4500014633,"2022-02-13",1001,4,1,10004,78,2022-03-08,2022-03-04,"2022-03-06","2022-03-06","2022-03-05","2022-03-05",-4
14642,4500014642,"2022-02-15",1001,4,1,10004,72,2022-03-10,2022-03-09,"2022-03-08","2022-03-08","2022-03-07","2022-03-07",-1
14644,4500014644,"2022-06-20",1001,4,1,10004,74,2022-07-13,2022-07-13,"2022-07-11","2022-07-11","2022-07-10","2022-07-10",0
14649,4500014649,"2023-05-09",1001,4,1,10004,79,2023-06-01,2023-06-01,"2023-05-30","2023-05-30","2023-05-29","2023-05-29",0
14650,4500014650,"2022-03-08",1001,4,1,10004,74,2022-03-31,2022-03-30,"2022-03-29","2022-03-29","2022-03-28","2022-03-28",-1
14653,4500014653,"2023-04-02",1001,4,1,10004,70,2023-04-25,2023-04-27,"2023-04-23","2023-04-25","2023-04-22","2023-04-24",2
14656,4500014656,"2023-09-16",1001,4,1,10004,76,2023-10-09,2023-10-23,"2023-10-07","2023-10-21","2023-10-06","2023-10-20",14
14659,4500014659,"2023-03-06",1001,4,1,10004,85,2023-03-29,2023-03-28,"2023-03-27","2023-03-27","2023-03-26","2023-03-26",-1
14661,4500014661,"2023-10-31",1001,4,1,10004,71,2023-11-23,2023-11-22,"2023-11-21","2023-11-21","2023-11-20","2023-11-20",-1
14666,4500014666,"2023-01-11",1001,4,1,10004,77,2023-02-03,2023-02-01,"2023-02-01","2023-02-01","2023-01-31","2023-01-31",-2
14669,4500014669,"2024-06-20",1001,4,1,10004,79,2024-07-13,2024-07-10,"2024-07-11","2024-07-11","2024-07-10","2024-07-10",-3
14682,4500014682,"2024-06-06",1001,4,1,10004,81,2024-06-29,2024-07-04,"2024-06-27","2024-07-02","2024-06-26","2024-07-01",5
14683,4500014683,"2024-10-23",1001,4,1,10004,85,2024-11-15,2024-11-14,"2024-11-13","2024-11-13","2024-11-12","2024-11-12",-1
14686,4500014686,"2023-09-03",1001,4,1,10004,87,2023-09-26,2023-09-26,"2023-09-24","2023-09-24","2023-09-23","2023-09-23",0
14689,4500014689,"2024-02-14",1001,4,1,10004,90,2024-03-08,2024-03-05,"2024-03-06","2024-03-06","2024-03-05","2024-03-05",-3
14690,4500014690,"2023-02-12",1001,4,1,10004,80,2023-03-07,2023-03-10,"2023-03-05","2023-03-08","2023-03-04","2023-03-07",3
14693,4500014693,"2022-04-02",1001,4,1,10004,72,2022-04-25,2022-04-22,"2022-04-23","2022-04-23","2022-04-22","2022-04-22",-3
14695,4500014695,"2024-08-03",1001,4,1,10004,78,2024-08-26,2024-08-26,"2024-08-24","2024-08-24","2024-08-23","2024-08-23",0
14697,4500014697,"2022-05-12",1001,4,1,10004,76,2022-06-04,2022-06-03,"2022-06-02","2022-06-02","2022-06-01","2022-06-01",-1
14698,4500014698,"2024-11-15",1001,4,1,10004,78,2024-12-08,2024-12-04,"2024-12-06","2024-12-06","2024-12-05","2024-12-05",-4
14699,4500014699,"2023-06-17",1001,4,1,10004,78,2023-07-10,2023-07-07,"2023-07-08","2023-07-08","2023-07-07","2023-07-07",-3
14703,4500014703,"2022-01-15",1001,4,1,10004,76,2022-02-07,2022-02-03,"2022-02-05","2022-02-05","2022-02-04","2022-02-04",-4
14704,4500014704,"2022-12-19",1001,4,1,10004,82,2023-01-11,2023-01-09,"2023-01-09","2023-01-09","2023-01-08","2023-01-08",-2
14709,4500014709,"2023-04-12",1001,4,1,10004,87,2023-05-05,2023-05-04,"2023-05-03","2023-05-03","2023-05-02","2023-05-02",-1
14711,4500014711,"2023-10-10",1001,4,1,10004,77,2023-11-02,2023-11-15,"2023-10-31","2023-10-31","2023-10-30","2023-10-30",13
14721,4500014721,"2022-10-07",1001,4,1,10004,83,2022-10-30,2022-10-27,"2022-10-28","2022-10-28","2022-10-27","2022-10-27",-3
14723,4500014723,"2024-11-02",1001,4,1,10004,74,2024-11-25,2024-11-21,"2024-11-23","2024-11-23","2024-11-22","2024-11-22",-4
14725,4500014725,"2024-04-29",1001,4,1,10004,76,2024-05-22,2024-05-20,"2024-05-20","2024-05-20","2024-05-19","2024-05-19",-2
14731,4500014731,"2022-08-12",1001,4,1,10004,73,2022-09-04,2022-09-02,"2022-09-02","2022-09-02","2022-09-01","2022-09-01",-2
14734,4500014734,"2022-11-30",1001,4,1,10004,72,2022-12-23,2022-12-29,"2022-12-21","2022-12-27","2022-12-20","2022-12-26",6
14735,4500014735,"2024-05-24",1001,4,1,10004,78,2024-06-16,2024-06-24,"2024-06-14","2024-06-22","2024-06-13","2024-06-21",8
14736,4500014736,"2024-08-23",1001,4,1,10004,94,2024-09-15,2024-09-12,"2024-09-13","2024-09-13","2024-09-12","2024-09-12",-3
14744,4500014744,"2022-08-14",1001,4,1,10004,75,2022-09-06,2022-09-01,"2022-09-04","2022-09-04","2022-09-03","2022-09-03",-5
14748,4500014748,"2022-04-12",1001,4,1,10004,77,2022-05-05,2022-05-06,"2022-05-03","2022-05-04","2022-05-02","2022-05-03",1
14751,4500014751,"2022-02-10",1001,4,1,10004,82,2022-03-05,2022-03-08,"2022-03-03","2022-03-03","2022-03-02","2022-03-02",3
14755,4500014755,"2023-01-24",1001,4,1,10004,77,2023-02-16,2023-02-24,"2023-02-14","2023-02-22","2023-02-13","2023-02-21",8
14757,4500014757,"2023-11-06",1001,4,1,10004,79,2023-11-29,2023-11-27,"2023-11-27","2023-11-27","2023-11-26","2023-11-26",-2
14760,4500014760,"2024-04-11",1001,4,1,10004,75,2024-05-04,2024-05-03,"2024-05-02","2024-05-02","2024-05-01","2024-05-01",-1
14762,4500014762,"2022-04-26",1001,4,1,10004,81,2022-05-19,2022-05-19,"2022-05-17","2022-05-17","2022-05-16","2022-05-16",0
14763,4500014763,"2024-05-17",1001,4,1,10004,65,2024-06-09,2024-06-05,"2024-06-07","2024-06-07","2024-06-06","2024-06-06",-4
14765,4500014765,"2022-07-29",1001,4,1,10004,80,2022-08-21,2022-08-17,"2022-08-19","2022-08-19","2022-08-18","2022-08-18",-4
14766,4500014766,"2022-11-15",1001,4,1,10004,71,2022-12-08,2022-12-07,"2022-12-06","2022-12-06","2022-12-05","2022-12-05",-1
14767,4500014767,"2023-05-19",1001,4,1,10004,73,2023-06-11,2023-06-07,"2023-06-09","2023-06-09","2023-06-08","2023-06-08",-4
14770,4500014770,"2022-02-22",1001,4,1,10004,72,2022-03-17,2022-03-15,"2022-03-15","2022-03-15","2022-03-14","2022-03-14",-2
14772,4500014772,"2022-05-20",1001,4,1,10004,84,2022-06-12,2022-06-12,"2022-06-10","2022-06-10","2022-06-09","2022-06-09",0
14775,4500014775,"2023-06-21",1001,4,1,10004,79,2023-07-14,2023-07-12,"2023-07-12","2023-07-12","2023-07-11","2023-07-11",-2
14776,4500014776,"2024-09-20",1001,4,1,10004,77,2024-10-13,2024-10-17,"2024-10-11","2024-10-11","2024-10-10","2024-10-10",4
14777,4500014777,"2024-04-17",1001,4,1,10004,84,2024-05-10,2024-05-08,"2024-05-08","2024-05-08","2024-05-07","2024-05-07",-2
14780,4500014780,"2024-09-01",1001,4,1,10004,83,2024-09-24,2024-10-01,"2024-09-22","2024-09-29","2024-09-21","2024-09-28",7
14782,4500014782,"2024-04-02",1001,4,1,10004,78,2024-04-25,2024-04-23,"2024-04-23","2024-04-23","2024-04-22","2024-04-22",-2
14784,4500014784,"2024-06-24",1001,4,1,10004,79,2024-07-17,2024-07-12,"2024-07-15","2024-07-15","2024-07-14","2024-07-14",-5
14789,4500014789,"2024-05-28",1001,4,1,10004,78,2024-06-20,2024-06-17,"2024-06-18","2024-06-18","2024-06-17","2024-06-17",-3
14795,4500014795,"2023-01-03",1001,4,1,10004,75,2023-01-26,2023-01-24,"2023-01-24","2023-01-24","2023-01-23","2023-01-23",-2
14797,4500014797,"2022-03-22",1001,4,1,10004,74,2022-04-14,2022-04-11,"2022-04-12","2022-04-12","2022-04-11","2022-04-11",-3
14804,4500014804,"2022-01-28",1001,4,1,10004,75,2022-02-20,2022-02-18,"2022-02-18","2022-02-18","2022-02-17","2022-02-17",-2
14808,4500014808,"2022-11-07",1001,4,1,10004,78,2022-11-30,2022-11-28,"2022-11-28","2022-11-28","2022-11-27","2022-11-27",-2
14819,4500014819,"2022-02-18",1001,4,1,10004,76,2022-03-13,2022-03-14,"2022-03-11","2022-03-12","2022-03-10","2022-03-11",1
14824,4500014824,"2023-11-16",1001,4,1,10004,86,2023-12-09,2023-12-08,"2023-12-07","2023-12-07","2023-12-06","2023-12-06",-1
14825,4500014825,"2022-05-07",1001,4,1,10004,73,2022-05-30,2022-05-30,"2022-05-28","2022-05-28","2022-05-27","2022-05-27",0
14827,4500014827,"2024-02-24",1001,4,1,10004,81,2024-03-18,2024-03-15,"2024-03-16","2024-03-16","2024-03-15","2024-03-15",-3
14839,4500014839,"2022-04-13",1001,4,1,10004,74,2022-05-06,2022-05-04,"2022-05-04","2022-05-04","2022-05-03","2022-05-03",-2
14841,4500014841,"2022-06-02",1001,4,1,10004,81,2022-06-25,2022-06-22,"2022-06-23","2022-06-23","2022-06-22","2022-06-22",-3
14844,4500014844,"2024-08-19",1001,4,1,10004,83,2024-09-11,2024-09-06,"2024-09-09","2024-09-09","2024-09-08","2024-09-08",-5
14848,4500014848,"2024-05-07",1001,4,1,10004,71,2024-05-30,2024-05-30,"2024-05-28","2024-05-28","2024-05-27","2024-05-27",0
14852,4500014852,"2024-04-12",1001,4,1,10004,86,2024-05-05,2024-05-15,"2024-05-03","2024-05-13","2024-05-02","2024-05-12",10
14853,4500014853,"2022-06-27",1001,4,1,10004,77,2022-07-20,2022-08-01,"2022-07-18","2022-07-30","2022-07-17","2022-07-29",12
14856,4500014856,"2022-05-04",1001,4,1,10004,74,2022-05-27,2022-05-27,"2022-05-25","2022-05-25","2022-05-24","2022-05-24",0
14857,4500014857,"2024-08-22",1001,4,1,10004,78,2024-09-14,2024-09-14,"2024-09-12","2024-09-12","2024-09-11","2024-09-11",0
14867,4500014867,"2022-02-26",1001,4,1,10004,76,2022-03-21,2022-03-16,"2022-03-19","2022-03-19","2022-03-18","2022-03-18",-5
14871,4500014871,"2024-10-11",1001,4,1,10004,77,2024-11-03,2024-11-01,"2024-11-01","2024-11-01","2024-10-31","2024-10-31",-2
14872,4500014872,"2022-07-15",1001,4,1,10004,65,2022-08-07,2022-08-05,"2022-08-05","2022-08-05","2022-08-04","2022-08-04",-2
14876,4500014876,"2024-03-13",1001,4,1,10004,84,2024-04-05,2024-04-05,"2024-04-03","2024-04-03","2024-04-02","2024-04-02",0
14877,4500014877,"2023-08-02",1001,4,1,10004,71,2023-08-25,2023-08-23,"2023-08-23","2023-08-23","2023-08-22","2023-08-22",-2
14878,4500014878,"2023-08-16",1001,4,1,10004,78,2023-09-08,2023-09-06,"2023-09-06","2023-09-06","2023-09-05","2023-09-05",-2
14880,4500014880,"2022-10-04",1001,4,1,10004,80,2022-10-27,2022-10-27,"2022-10-25","2022-10-25","2022-10-24","2022-10-24",0
14883,4500014883,"2024-11-17",1001,4,1,10004,80,2024-12-10,2024-12-09,"2024-12-08","2024-12-08","2024-12-07","2024-12-07",-1
14890,4500014890,"2022-02-15",1001,4,1,10004,74,2022-03-10,2022-03-15,"2022-03-08","2022-03-08","2022-03-07","2022-03-07",5
14891,4500014891,"2023-04-29",1001,4,1,10004,86,2023-05-22,2023-05-19,"2023-05-20","2023-05-20","2023-05-19","2023-05-19",-3
14896,4500014896,"2022-09-14",1001,4,1,10004,86,2022-10-07,2022-10-07,"2022-10-05","2022-10-05","2022-10-04","2022-10-04",0
14898,4500014898,"2023-06-17",1001,4,1,10004,72,2023-07-10,2023-07-06,"2023-07-08","2023-07-08","2023-07-07","2023-07-07",-4
14900,4500014900,"2024-01-07",1001,4,1,10004,67,2024-01-30,2024-01-26,"2024-01-28","2024-01-28","2024-01-27","2024-01-27",-4
14903,4500014903,"2024-06-04",1001,4,1,10004,88,2024-06-27,2024-06-24,"2024-06-25","2024-06-25","2024-06-24","2024-06-24",-3
14905,4500014905,"2022-06-24",1001,4,1,10004,80,2022-07-17,2022-07-14,"2022-07-15","2022-07-15","2022-07-14","2022-07-14",-3
14906,4500014906,"2022-08-15",1001,4,1,10004,71,2022-09-07,2022-09-06,"2022-09-05","2022-09-05","2022-09-04","2022-09-04",-1
14907,4500014907,"2023-11-21",1001,4,1,10004,72,2023-12-14,2023-12-20,"2023-12-12","2023-12-12","2023-12-11","2023-12-11",6
14908,4500014908,"2024-05-06",1001,4,1,10004,77,2024-05-29,2024-05-28,"2024-05-27","2024-05-27","2024-05-26","2024-05-26",-1
14910,4500014910,"2023-06-09",1001,4,1,10004,78,2023-07-02,2023-06-28,"2023-06-30","2023-06-30","2023-06-29","2023-06-29",-4
14915,4500014915,"2024-05-09",1001,4,1,10004,70,2024-06-01,2024-06-01,"2024-05-30","2024-05-30","2024-05-29","2024-05-29",0
14917,4500014917,"2022-12-13",1001,4,1,10004,73,2023-01-05,2023-01-04,"2023-01-03","2023-01-03","2023-01-02","2023-01-02",-1
14919,4500014919,"2023-03-08",1001,4,1,10004,67,2023-03-31,2023-03-30,"2023-03-29","2023-03-29","2023-03-28","2023-03-28",-1
